                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.3475,                 2.0245,                 1.1248,                0.99811,                    0.5,                0.52585,                0.43529,                 1.0575,                 2.8249,                0.87777,             0.00054142,             0.00054142,             0.00054142
                      1,                 1.2374,                 1.2162,                 1.0399,                0.99864,                    0.5,                0.91217,                0.63088,                 1.1641,                 2.4258,                 0.9362,              0.0010862,              0.0010862,              0.0010862
                      2,                 1.2196,                 1.1702,                  1.039,                0.87109,                0.93523,                0.97483,                0.75827,                0.95191,                  1.157,                0.92778,                0.00162,                0.00162,                0.00162
                      3,                 1.1571,                 1.0406,                  1.019,                0.91902,                0.95162,                0.96854,                0.80995,                 1.0247,                 0.7153,                 0.8349,              0.0016175,              0.0016175,              0.0016175
                      4,                 1.2094,                 1.0526,                 1.0362,                 0.8438,                0.91916,                 0.9816,                0.83526,                0.90968,                 0.9002,                 0.8542,              0.0016175,              0.0016175,              0.0016175
                      5,                 1.1216,                0.95585,                 1.0009,                0.96281,                0.97919,                0.99104,                0.79909,                0.89955,                0.60119,                0.83455,               0.001601,               0.001601,               0.001601
                      6,                 1.0976,                0.91135,                0.99948,                0.96573,                0.98575,                0.99124,                0.85029,                0.85334,                0.62314,                0.81146,              0.0015845,              0.0015845,              0.0015845
                      7,                 1.0887,                0.88242,                0.98722,                0.94657,                0.97084,                0.98049,                0.82824,                0.88654,                0.73372,                 0.8234,               0.001568,               0.001568,               0.001568
                      8,                 1.0964,                0.87805,                0.99482,                0.96274,                0.98441,                0.99147,                0.83656,                0.98361,                0.55775,                0.80543,              0.0015515,              0.0015515,              0.0015515
                      9,                 1.0434,                0.82593,                0.97699,                0.97322,                0.98056,                0.99071,                0.86379,                0.77356,                0.51372,                0.79834,               0.001535,               0.001535,               0.001535
                     10,                 1.0706,                0.84426,                0.97153,                0.96247,                0.98808,                 0.9919,                0.85552,                0.81267,                0.56199,                0.80019,              0.0015185,              0.0015185,              0.0015185
                     11,                 1.0362,                0.81222,                0.97178,                0.95942,                0.98187,                0.98892,                0.87234,                0.78964,                0.54032,                0.80187,               0.001502,               0.001502,               0.001502
                     12,                 1.0206,                0.80912,                0.97089,                0.97122,                0.98616,                0.99262,                0.86938,                0.75802,                0.52642,                0.80146,              0.0014855,              0.0014855,              0.0014855
                     13,                  1.008,                0.78923,                0.96581,                0.98473,                0.97427,                0.99336,                0.88787,                 0.7116,                0.46138,                0.78368,               0.001469,               0.001469,               0.001469
                     14,                 1.0046,                0.76205,                0.95848,                0.96408,                0.94249,                0.99354,                0.80763,                0.83457,                0.49839,                 0.8131,              0.0014525,              0.0014525,              0.0014525
                     15,                0.97163,                0.74767,                0.95546,                0.97241,                0.98327,                0.99346,                0.87741,                0.72945,                0.46021,                0.79561,               0.001436,               0.001436,               0.001436
                     16,                 1.0005,                0.75207,                0.95415,                0.96559,                0.97021,                0.99351,                 0.8433,                0.83681,                0.49833,                0.82546,              0.0014195,              0.0014195,              0.0014195
                     17,                0.99591,                0.76502,                0.97014,                0.96712,                0.98446,                 0.9924,                 0.8553,                 0.7715,                0.47974,                0.80673,              0.0014029,              0.0014029,              0.0014029
                     18,                0.96175,                0.72332,                0.95534,                0.98628,                0.97776,                0.99341,                0.87528,                0.75985,                0.44403,                0.79081,              0.0013864,              0.0013864,              0.0013864
                     19,                0.98404,                0.72912,                0.95244,                0.98348,                0.98314,                0.99364,                0.87955,                0.75977,                0.43162,                0.78721,              0.0013699,              0.0013699,              0.0013699
                     20,                0.96122,                0.72782,                 0.9487,                0.94233,                0.98834,                0.99282,                0.88062,                0.73939,                0.44385,                0.78451,              0.0013534,              0.0013534,              0.0013534
                     21,                0.97046,                0.71628,                0.94702,                0.96834,                0.98117,                0.99249,                0.86445,                0.78336,                0.46098,                0.79388,              0.0013369,              0.0013369,              0.0013369
                     22,                 0.9513,                0.69357,                0.93843,                0.97167,                 0.9867,                0.99344,                0.88185,                 0.7214,                0.43207,                0.78063,              0.0013204,              0.0013204,              0.0013204
                     23,                0.91776,                0.67273,                0.93708,                0.96842,                0.98106,                0.99047,                0.86528,                0.74695,                0.48689,                0.79745,              0.0013039,              0.0013039,              0.0013039
                     24,                0.91195,                0.67704,                0.93508,                0.96658,                0.98834,                0.99277,                0.87349,                0.71142,                0.41302,                0.78995,              0.0012874,              0.0012874,              0.0012874
                     25,                0.94102,                0.69871,                0.93673,                0.97847,                0.96891,                0.98963,                0.87761,                0.72201,                0.41985,                0.78707,              0.0012709,              0.0012709,              0.0012709
                     26,                 0.9247,                0.66307,                0.92984,                0.97849,                0.97409,                0.99249,                 0.8642,                0.70802,                0.40981,                 0.7886,              0.0012544,              0.0012544,              0.0012544
                     27,                0.93121,                0.68688,                0.93561,                0.98215,                0.98316,                0.99265,                0.87566,                0.70081,                 0.4243,                 0.7881,              0.0012379,              0.0012379,              0.0012379
                     28,                0.91602,                0.66416,                0.93059,                0.98228,                0.97242,                0.99304,                0.87828,                0.72659,                 0.4171,                0.78228,              0.0012214,              0.0012214,              0.0012214
                     29,                0.90441,                0.65706,                0.92723,                0.95305,                0.98252,                0.99396,                 0.8868,                0.71808,                0.40191,                0.78877,              0.0012049,              0.0012049,              0.0012049
                     30,                0.88794,                0.65257,                0.92598,                0.97328,                0.95855,                0.99093,                0.87746,                0.74415,                0.58732,                0.78763,              0.0011884,              0.0011884,              0.0011884
                     31,                0.89208,                 0.6589,                0.92371,                0.97137,                0.98729,                0.99182,                0.87978,                0.75487,                0.48002,                 0.7967,              0.0011719,              0.0011719,              0.0011719
                     32,                0.90454,                0.65749,                 0.9268,                 0.9845,                0.96891,                0.99116,                0.88486,                0.70393,                0.40139,                0.77859,              0.0011554,              0.0011554,              0.0011554
                     33,                0.91781,                0.65623,                0.92737,                0.98447,                0.98446,                0.99363,                0.89893,                0.68783,                0.37894,                0.77867,              0.0011389,              0.0011389,              0.0011389
                     34,                 0.8764,                0.62307,                0.92195,                 0.9825,                0.98705,                0.99383,                0.87445,                0.69644,                0.38949,                0.79078,              0.0011224,              0.0011224,              0.0011224
                     35,                0.88074,                0.61414,                0.92113,                0.98523,                0.98739,                0.99207,                0.90129,                0.66317,                0.37152,                  0.773,              0.0011059,              0.0011059,              0.0011059
                     36,                0.87821,                0.62024,                0.91942,                 0.9851,                0.99023,                 0.9942,                0.88607,                0.66604,                0.37473,                0.78402,              0.0010894,              0.0010894,              0.0010894
                     37,                0.86685,                0.60435,                0.90895,                0.98295,                0.98446,                0.99394,                0.89398,                0.64387,                0.36936,                0.77904,              0.0010729,              0.0010729,              0.0010729
                     38,                 0.8806,                 0.6023,                0.91642,                0.98451,                0.98575,                0.99355,                0.89526,                0.65508,                 0.3791,                0.77386,              0.0010564,              0.0010564,              0.0010564
                     39,                0.83849,                0.59157,                0.90864,                0.96606,                0.99197,                0.99309,                0.89756,                0.69903,                0.36857,                0.77816,              0.0010399,              0.0010399,              0.0010399
                     40,                0.85318,                 0.5986,                0.90377,                0.98564,                0.99434,                0.99331,                0.89452,                0.63278,                0.36204,                0.77323,              0.0010234,              0.0010234,              0.0010234
                     41,                0.86316,                0.60546,                0.91329,                0.98343,                0.99352,                0.99431,                0.90136,                0.65994,                 0.3638,                0.76883,              0.0010069,              0.0010069,              0.0010069
                     42,                0.84596,                0.59363,                0.90863,                0.98217,                0.98834,                0.99334,                0.89819,                0.64213,                 0.3834,                0.77101,             0.00099036,             0.00099036,             0.00099036
                     43,                0.84049,                0.58975,                0.90808,                0.97321,                0.98964,                0.99354,                0.90875,                0.64994,                0.37499,                0.77205,             0.00097386,             0.00097386,             0.00097386
                     44,                0.85639,                 0.5828,                0.90508,                0.97003,                0.98964,                0.99245,                0.87693,                 0.6668,                0.39227,                 0.7935,             0.00095736,             0.00095736,             0.00095736
                     45,                 0.8393,                0.58967,                0.91201,                0.99028,                0.98575,                0.99193,                0.90444,                0.62251,                0.35507,                0.76999,             0.00094085,             0.00094085,             0.00094085
                     46,                0.83883,                0.57802,                0.90558,                0.98844,                0.97409,                0.99388,                0.89645,                0.64877,                0.37906,                0.77344,             0.00092435,             0.00092435,             0.00092435
                     47,                0.84436,                0.58343,                0.90341,                0.98637,                0.97828,                0.99417,                 0.9037,                0.62779,                0.37014,                0.77108,             0.00090785,             0.00090785,             0.00090785
                     48,                0.82436,                0.55822,                0.90045,                0.98726,                0.97955,                0.99403,                 0.9054,                0.64107,                0.35823,                0.78002,             0.00089134,             0.00089134,             0.00089134
                     49,                 0.8227,                0.55922,                0.89921,                0.98308,                0.98446,                0.99403,                0.89727,                0.65115,                0.35688,                 0.7666,             0.00087484,             0.00087484,             0.00087484
                     50,                0.81646,                0.56063,                0.89771,                0.98519,                0.98446,                0.99397,                0.91058,                0.60396,                0.35194,                0.76765,             0.00085834,             0.00085834,             0.00085834
                     51,                0.79877,                0.53783,                0.89433,                0.98607,                0.99194,                 0.9945,                0.91076,                  0.604,                0.34649,                 0.7711,             0.00084184,             0.00084184,             0.00084184
                     52,                0.81425,                0.54924,                0.89963,                0.98571,                0.98705,                0.99442,                0.90649,                0.62796,                0.35738,                0.76881,             0.00082533,             0.00082533,             0.00082533
                     53,                0.82347,                0.56562,                0.89735,                0.98993,                0.99352,                0.99469,                0.90877,                0.60213,                0.34494,                0.76556,             0.00080883,             0.00080883,             0.00080883
                     54,                0.80089,                0.55785,                 0.9044,                0.96771,                0.99482,                0.99279,                0.90813,                0.60264,                0.36913,                 0.7677,             0.00079233,             0.00079233,             0.00079233
                     55,                0.80401,                0.56117,                0.90033,                0.98768,                0.97927,                0.99405,                0.90131,                 0.6369,                0.36307,                0.77929,             0.00077582,             0.00077582,             0.00077582
                     56,                0.79058,                0.53586,                0.90198,                0.98676,                0.98446,                0.99423,                0.91015,                0.58227,                0.33717,                0.76867,             0.00075932,             0.00075932,             0.00075932
                     57,                0.80154,                0.54461,                0.89737,                0.98911,                0.98575,                0.99407,                0.91245,                0.61741,                0.35079,                0.77419,             0.00074282,             0.00074282,             0.00074282
                     58,                0.79115,                0.54374,                0.89335,                0.98982,                0.98445,                0.99461,                0.92096,                0.57164,                0.32576,                0.76349,             0.00072631,             0.00072631,             0.00072631
                     59,                0.79055,                0.53346,                0.89452,                 0.9867,                0.99482,                0.99481,                0.91255,                0.60274,                0.33591,                0.77632,             0.00070981,             0.00070981,             0.00070981
                     60,                0.81626,                0.55051,                0.90143,                0.97558,                0.99242,                0.99434,                0.91143,                0.59286,                0.34416,                0.76598,             0.00069331,             0.00069331,             0.00069331
                     61,                0.79721,                0.54148,                0.89693,                 0.9922,                0.98748,                0.99468,                0.90403,                 0.5963,                0.32504,                0.77005,              0.0006768,              0.0006768,              0.0006768
                     62,                0.77512,                0.52181,                0.88605,                0.99391,                0.97798,                 0.9943,                0.91628,                0.57224,                0.30864,                0.76282,              0.0006603,              0.0006603,              0.0006603
                     63,                0.75945,                0.51398,                0.89028,                0.98859,                0.99223,                0.99443,                 0.9168,                 0.5696,                 0.3193,                0.76837,              0.0006438,              0.0006438,              0.0006438
                     64,                0.78018,                0.52648,                0.88859,                0.98704,                0.99223,                0.99442,                0.91653,                0.56958,                0.32166,                 0.7651,             0.00062729,             0.00062729,             0.00062729
                     65,                0.79668,                0.52078,                0.89463,                 0.9823,                0.99126,                0.99464,                0.90804,                0.58319,                0.33464,                0.76792,             0.00061079,             0.00061079,             0.00061079
                     66,                0.76818,                0.51094,                0.88755,                0.98199,                0.99524,                0.99471,                  0.915,                0.56747,                 0.3208,                0.76569,             0.00059429,             0.00059429,             0.00059429
                     67,                0.77755,                0.51775,                0.89146,                0.98576,                0.98377,                0.99427,                0.90713,                0.60026,                0.33758,                0.76532,             0.00057778,             0.00057778,             0.00057778
                     68,                0.75706,                 0.4996,                 0.8851,                0.98406,                0.98964,                0.99459,                0.91909,                0.57109,                0.32131,                0.76509,             0.00056128,             0.00056128,             0.00056128
                     69,                0.75677,                0.50398,                 0.8834,                 0.9871,                0.98834,                0.99458,                0.91667,                0.58361,                0.32169,                0.76437,             0.00054478,             0.00054478,             0.00054478
                     70,                0.75114,                0.49165,                  0.885,                0.98887,                0.99071,                0.99468,                0.92079,                0.55169,                 0.3176,                0.76072,             0.00052827,             0.00052827,             0.00052827
                     71,                0.75198,                0.49373,                 0.8816,                0.98651,                0.98936,                0.99428,                0.92019,                 0.5479,                0.31359,                0.76113,             0.00051177,             0.00051177,             0.00051177
                     72,                0.76527,                0.50436,                0.89062,                0.98824,                0.98237,                0.99399,                0.92183,                0.54797,                 0.3165,                0.76473,             0.00049527,             0.00049527,             0.00049527
                     73,                0.74646,                0.49186,                0.87978,                0.99024,                0.98754,                 0.9945,                0.91928,                0.55364,                0.31794,                0.76586,             0.00047876,             0.00047876,             0.00047876
                     74,                0.74231,                0.49837,                0.88784,                0.99217,                0.98834,                0.99479,                0.92524,                0.54931,                0.31346,                0.76476,             0.00046226,             0.00046226,             0.00046226
                     75,                0.74292,                0.49114,                0.88245,                0.98884,                0.99263,                0.99472,                0.92214,                0.54472,                0.31758,                0.76057,             0.00044576,             0.00044576,             0.00044576
                     76,                0.73778,                0.48788,                0.87437,                 0.9878,                0.98957,                0.99361,                0.91383,                 0.5556,                0.32753,                0.76098,             0.00042925,             0.00042925,             0.00042925
                     77,                0.73458,                0.48349,                0.88143,                0.98599,                0.98621,                0.99442,                 0.9188,                 0.5481,                0.32571,                0.76174,             0.00041275,             0.00041275,             0.00041275
                     78,                0.73053,                0.47351,                0.87986,                0.99222,                0.98446,                0.99434,                0.91996,                0.53554,                0.30471,                0.75885,             0.00039625,             0.00039625,             0.00039625
                     79,                0.73233,                0.48013,                0.88006,                0.98602,                0.99531,                0.99453,                0.92139,                0.53686,                0.30143,                0.76009,             0.00037974,             0.00037974,             0.00037974
                     80,                0.73823,                0.47948,                0.88387,                0.98635,                0.98723,                0.99456,                0.91656,                0.57377,                0.31838,                0.76484,             0.00036324,             0.00036324,             0.00036324
                     81,                0.73559,                0.47929,                0.87975,                 0.9888,                0.99197,                 0.9947,                0.92361,                0.53135,                0.30031,                0.76041,             0.00034674,             0.00034674,             0.00034674
                     82,                0.72057,                0.46737,                0.87581,                0.98621,                0.98971,                0.99463,                0.92154,                0.54777,                 0.3054,                 0.7654,             0.00033023,             0.00033023,             0.00033023
                     83,                0.72147,                0.46438,                0.87363,                0.98581,                 0.9901,                 0.9946,                0.92508,                0.54207,                0.30486,                0.76356,             0.00031373,             0.00031373,             0.00031373
                     84,                0.72115,                0.46143,                0.87628,                0.98861,                0.98948,                0.99474,                0.92614,                0.54818,                0.30468,                0.76329,             0.00029723,             0.00029723,             0.00029723
                     85,                0.70711,                0.46476,                0.87238,                0.99317,                0.99093,                0.99469,                0.92651,                0.53216,                0.29923,                0.76122,             0.00028072,             0.00028072,             0.00028072
                     86,                0.70789,                 0.4559,                0.87381,                 0.9935,                0.99178,                0.99453,                0.92456,                0.52493,                0.29725,                0.76225,             0.00026422,             0.00026422,             0.00026422
                     87,                0.70704,                0.46308,                0.87353,                0.99458,                0.99223,                0.99459,                0.92625,                0.52021,                    0.3,                0.75998,             0.00024772,             0.00024772,             0.00024772
                     88,                0.70303,                0.46079,                0.86856,                0.99367,                0.99223,                0.99475,                0.92985,                0.51355,                0.29046,                 0.7607,             0.00023121,             0.00023121,             0.00023121
                     89,                 0.6882,                0.44375,                0.87069,                0.99219,                0.99223,                0.99473,                0.92345,                0.52315,                0.28913,                 0.7601,             0.00021471,             0.00021471,             0.00021471
                     90,                0.79177,                0.49472,                  0.861,                0.98812,                0.99043,                0.99459,                0.92414,                0.53378,                 0.2969,                0.76541,             0.00019821,             0.00019821,             0.00019821
                     91,                0.76628,                 0.4809,                0.85363,                0.98616,                0.99352,                0.99466,                0.92604,                0.52499,                0.29406,                0.76182,              0.0001817,              0.0001817,              0.0001817
                     92,                0.76149,                0.47306,                0.85295,                0.98772,                0.99257,                0.99471,                0.92742,                0.52001,                0.28692,                0.76237,              0.0001652,              0.0001652,              0.0001652
                     93,                0.74565,                0.46296,                  0.848,                0.98739,                0.99341,                0.99471,                0.92831,                0.51484,                0.28569,                0.76039,              0.0001487,              0.0001487,              0.0001487
                     94,                0.75335,                0.46674,                0.85237,                0.98673,                0.99394,                0.99473,                0.92649,                0.50688,                0.28623,                0.75877,             0.00013219,             0.00013219,             0.00013219
                     95,                0.74978,                0.45735,                0.84819,                0.98956,                0.98722,                0.99465,                0.92795,                0.50607,                0.28247,                0.75863,             0.00011569,             0.00011569,             0.00011569
                     96,                0.75522,                0.46169,                0.84915,                 0.9864,                0.99264,                0.99473,                0.93074,                0.49958,                0.28201,                0.75856,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.74563,                0.45314,                0.84561,                0.99112,                0.98575,                0.99465,                0.92955,                0.49992,                0.28122,                0.75779,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.73728,                0.45384,                0.84447,                0.99073,                0.98579,                0.99468,                0.93012,                0.49141,                0.27718,                0.75689,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.74492,                0.44656,                0.84605,                0.98608,                0.99329,                0.99471,                0.93129,                0.49571,                0.27667,                0.75767,             4.9677e-05,             4.9677e-05,             4.9677e-05
